"id_soal","id_matpel","id_topik","judul_topik","id_sub_topik","judul_sub_topik","id_tag","tag","konten_soal","opsi_1","opsi_2","opsi_3","opsi_4","kunci_jawaban"
"1916","3","76","Kesehatan","232","menyimpulkan tema dan latar novel remaja ","2840","novel","<p>Gulungan ombak yang datang dari tengah lautan, setelah sampai ditepi pantai bergulung kembalike tengah lautan. Takjubnya aku tidak dapat dielakkan karena permainan ombak itu merupakan suatu permainan masa. Bukankah begitu perjalanan zaman tersebut.</p>
<p>Amanat kutipan novel tersebut adalah&hellip;</p>","<p>Gulungan ombak datang dari tengah lautan silih berganti</p>","<p>Kehidupan itu akan berubah-ubah sesuai zamannya</p>","<p>Ombak tergulung-gulung ketengah lautan tak terelakkan</p>","<p>Takjubnya aku tidak dapat dielakkan oleh gulungan ombak</p>","B"
"1916","3","71","Tolong-menolong","212","mengevaluasi pemeranan tokoh dalam pementasan","2841","_amanat","<p>Gulungan ombak yang datang dari tengah lautan, setelah sampai ditepi pantai bergulung kembalike tengah lautan. Takjubnya aku tidak dapat dielakkan karena permainan ombak itu merupakan suatu permainan masa. Bukankah begitu perjalanan zaman tersebut.</p>
<p>Amanat kutipan novel tersebut adalah&hellip;</p>","<p>Gulungan ombak datang dari tengah lautan silih berganti</p>","<p>Kehidupan itu akan berubah-ubah sesuai zamannya</p>","<p>Ombak tergulung-gulung ketengah lautan tak terelakkan</p>","<p>Takjubnya aku tidak dapat dielakkan oleh gulungan ombak</p>","B"
"1916","3","74","Pendidikan ","224","mengidentifikasi karakter tokoh novel remaja ","2841","_amanat","<p>Gulungan ombak yang datang dari tengah lautan, setelah sampai ditepi pantai bergulung kembalike tengah lautan. Takjubnya aku tidak dapat dielakkan karena permainan ombak itu merupakan suatu permainan masa. Bukankah begitu perjalanan zaman tersebut.</p>
<p>Amanat kutipan novel tersebut adalah&hellip;</p>","<p>Gulungan ombak datang dari tengah lautan silih berganti</p>","<p>Kehidupan itu akan berubah-ubah sesuai zamannya</p>","<p>Ombak tergulung-gulung ketengah lautan tak terelakkan</p>","<p>Takjubnya aku tidak dapat dielakkan oleh gulungan ombak</p>","B"
"1916","3","76","Kesehatan","232","menyimpulkan tema dan latar novel remaja ","2841","_amanat","<p>Gulungan ombak yang datang dari tengah lautan, setelah sampai ditepi pantai bergulung kembalike tengah lautan. Takjubnya aku tidak dapat dielakkan karena permainan ombak itu merupakan suatu permainan masa. Bukankah begitu perjalanan zaman tersebut.</p>
<p>Amanat kutipan novel tersebut adalah&hellip;</p>","<p>Gulungan ombak datang dari tengah lautan silih berganti</p>","<p>Kehidupan itu akan berubah-ubah sesuai zamannya</p>","<p>Ombak tergulung-gulung ketengah lautan tak terelakkan</p>","<p>Takjubnya aku tidak dapat dielakkan oleh gulungan ombak</p>","B"
"1917","3","26","Menggapai Cita Melalui Kreativitas","62","Teks Prosedur","2816","slogan","<p>Untuk mengingatkan warga agar menjaga kebersihan lingkungan demi kenyamanan hidup, Rahmat, ketua RT 08/11, mengajak sekretarisnya untuk memasang slogan di setiap gang diwilayah di RT tersebut.</p>
<p>Slogan yang sesuai dengan ilustrasi tersebut adalah adalah&hellip;</p>","<p>Kebersihan mohon selalu dijaga bersama</p>","<p>Mari menjaga kebersihan untuk kenyamanan hidup</p>","<p>Lingkungan bersih menyebabkan hidup penuh kebahagiaan</p>","<p>Bersih lingkunganku nyaman hidupku</p>","D"
"1917","3","27","Memecahkan Permasalahan Dampak Teknologi lewat Diskusi","63","Teks Diskusi","2816","slogan","<p>Untuk mengingatkan warga agar menjaga kebersihan lingkungan demi kenyamanan hidup, Rahmat, ketua RT 08/11, mengajak sekretarisnya untuk memasang slogan di setiap gang diwilayah di RT tersebut.</p>
<p>Slogan yang sesuai dengan ilustrasi tersebut adalah adalah&hellip;</p>","<p>Kebersihan mohon selalu dijaga bersama</p>","<p>Mari menjaga kebersihan untuk kenyamanan hidup</p>","<p>Lingkungan bersih menyebabkan hidup penuh kebahagiaan</p>","<p>Bersih lingkunganku nyaman hidupku</p>","D"
"1917","3","76","Kesehatan","235","menulis slogan dan poster ","2816","slogan","<p>Untuk mengingatkan warga agar menjaga kebersihan lingkungan demi kenyamanan hidup, Rahmat, ketua RT 08/11, mengajak sekretarisnya untuk memasang slogan di setiap gang diwilayah di RT tersebut.</p>
<p>Slogan yang sesuai dengan ilustrasi tersebut adalah adalah&hellip;</p>","<p>Kebersihan mohon selalu dijaga bersama</p>","<p>Mari menjaga kebersihan untuk kenyamanan hidup</p>","<p>Lingkungan bersih menyebabkan hidup penuh kebahagiaan</p>","<p>Bersih lingkunganku nyaman hidupku</p>","D"
"1917","3","76","Kesehatan","235","menulis slogan dan poster ","2817","membuat_slogan","<p>Untuk mengingatkan warga agar menjaga kebersihan lingkungan demi kenyamanan hidup, Rahmat, ketua RT 08/11, mengajak sekretarisnya untuk memasang slogan di setiap gang diwilayah di RT tersebut.</p>
<p>Slogan yang sesuai dengan ilustrasi tersebut adalah adalah&hellip;</p>","<p>Kebersihan mohon selalu dijaga bersama</p>","<p>Mari menjaga kebersihan untuk kenyamanan hidup</p>","<p>Lingkungan bersih menyebabkan hidup penuh kebahagiaan</p>","<p>Bersih lingkunganku nyaman hidupku</p>","D"
"1917","3","76","Kesehatan","235","menulis slogan dan poster ","2818","_poster","<p>Untuk mengingatkan warga agar menjaga kebersihan lingkungan demi kenyamanan hidup, Rahmat, ketua RT 08/11, mengajak sekretarisnya untuk memasang slogan di setiap gang diwilayah di RT tersebut.</p>
<p>Slogan yang sesuai dengan ilustrasi tersebut adalah adalah&hellip;</p>","<p>Kebersihan mohon selalu dijaga bersama</p>","<p>Mari menjaga kebersihan untuk kenyamanan hidup</p>","<p>Lingkungan bersih menyebabkan hidup penuh kebahagiaan</p>","<p>Bersih lingkunganku nyaman hidupku</p>","D"
"1917","3","76","Kesehatan","235","menulis slogan dan poster ","2819","menulis_slogan","<p>Untuk mengingatkan warga agar menjaga kebersihan lingkungan demi kenyamanan hidup, Rahmat, ketua RT 08/11, mengajak sekretarisnya untuk memasang slogan di setiap gang diwilayah di RT tersebut.</p>
<p>Slogan yang sesuai dengan ilustrasi tersebut adalah adalah&hellip;</p>","<p>Kebersihan mohon selalu dijaga bersama</p>","<p>Mari menjaga kebersihan untuk kenyamanan hidup</p>","<p>Lingkungan bersih menyebabkan hidup penuh kebahagiaan</p>","<p>Bersih lingkunganku nyaman hidupku</p>","D"
"1918","3","28","Mengulas Berbagai Karya Sastra","64","Teks Ulasan","2820","simpulan","<p>Berabad-abad yang lalu kehidupan binatang sangatlah bebas. Binatang yang hidup dengan hokum rimba. Tidak ada rasa takut. Mereka dapat berkeliaran ke mana saja. Di darat, di laut, dan di udara mereka dapat hidup aman. Hal ini dapat dipahami karena daging, cilia, kulit, dan bahkan seluruh bagian tubuh mereka belum diambil untuk makanan, pakaian, dan aneka hiasan. Mereka masih merupakan dambaan keindahan dan keseimbangan alam untuk manusia. Mereka merasa dilindungi dan tidak merasa akan punah.</p>
<p>Perbaikan kalimat diatas pada teks tersebut, agar menjadi paragraph padu adalah&hellip;</p>","<p>Mereka berada di alam semesta dengan riang gembira</p>","<p>Mereka bisa terbang ke alam bebas tanpa ada rasa khawatir</p>","<p>Mereka di mana saja di laut atau di darat tanpa aman</p>","<p>Mereka merasa aman dari hukum rimba yang berlaku</p>","A"
"1918","3","28","Mengulas Berbagai Karya Sastra","64","Teks Ulasan","2821","_simpulan_paragraf","<p>Berabad-abad yang lalu kehidupan binatang sangatlah bebas. Binatang yang hidup dengan hokum rimba. Tidak ada rasa takut. Mereka dapat berkeliaran ke mana saja. Di darat, di laut, dan di udara mereka dapat hidup aman. Hal ini dapat dipahami karena daging, cilia, kulit, dan bahkan seluruh bagian tubuh mereka belum diambil untuk makanan, pakaian, dan aneka hiasan. Mereka masih merupakan dambaan keindahan dan keseimbangan alam untuk manusia. Mereka merasa dilindungi dan tidak merasa akan punah.</p>
<p>Perbaikan kalimat diatas pada teks tersebut, agar menjadi paragraph padu adalah&hellip;</p>","<p>Mereka berada di alam semesta dengan riang gembira</p>","<p>Mereka bisa terbang ke alam bebas tanpa ada rasa khawatir</p>","<p>Mereka di mana saja di laut atau di darat tanpa aman</p>","<p>Mereka merasa aman dari hukum rimba yang berlaku</p>","A"
"1918","3","28","Mengulas Berbagai Karya Sastra","64","Teks Ulasan","2842","paragraf","<p>Berabad-abad yang lalu kehidupan binatang sangatlah bebas. Binatang yang hidup dengan hokum rimba. Tidak ada rasa takut. Mereka dapat berkeliaran ke mana saja. Di darat, di laut, dan di udara mereka dapat hidup aman. Hal ini dapat dipahami karena daging, cilia, kulit, dan bahkan seluruh bagian tubuh mereka belum diambil untuk makanan, pakaian, dan aneka hiasan. Mereka masih merupakan dambaan keindahan dan keseimbangan alam untuk manusia. Mereka merasa dilindungi dan tidak merasa akan punah.</p>
<p>Perbaikan kalimat diatas pada teks tersebut, agar menjadi paragraph padu adalah&hellip;</p>","<p>Mereka berada di alam semesta dengan riang gembira</p>","<p>Mereka bisa terbang ke alam bebas tanpa ada rasa khawatir</p>","<p>Mereka di mana saja di laut atau di darat tanpa aman</p>","<p>Mereka merasa aman dari hukum rimba yang berlaku</p>","A"
"1918","3","28","Mengulas Berbagai Karya Sastra","64","Teks Ulasan","2843","paragraf_padu","<p>Berabad-abad yang lalu kehidupan binatang sangatlah bebas. Binatang yang hidup dengan hokum rimba. Tidak ada rasa takut. Mereka dapat berkeliaran ke mana saja. Di darat, di laut, dan di udara mereka dapat hidup aman. Hal ini dapat dipahami karena daging, cilia, kulit, dan bahkan seluruh bagian tubuh mereka belum diambil untuk makanan, pakaian, dan aneka hiasan. Mereka masih merupakan dambaan keindahan dan keseimbangan alam untuk manusia. Mereka merasa dilindungi dan tidak merasa akan punah.</p>
<p>Perbaikan kalimat diatas pada teks tersebut, agar menjadi paragraph padu adalah&hellip;</p>","<p>Mereka berada di alam semesta dengan riang gembira</p>","<p>Mereka bisa terbang ke alam bebas tanpa ada rasa khawatir</p>","<p>Mereka di mana saja di laut atau di darat tanpa aman</p>","<p>Mereka merasa aman dari hukum rimba yang berlaku</p>","A"
"1919","3","25","Menepis Lupa Jasa Inspirator Bangsa","61","Puisi Jasa Pahlawan","2392","puisi","<p><em>Ambil puan dari Merinda </em></p>
<p><em>Pandan di Jawa saya robohkan</em></p>
<p><em>Jika tuan membawa adinda</em></p>
<p><em>Badan dan nyawa saya &hellip;</em></p>
<p>Kata yang tepat untuk melengkapi teks puisi tersebut agar berirama sama dengan larik kedua adalah &hellip;</p>","<p>Serahkan</p>","<p>Bertanya</p>","<p>Berpunya</p>","<p>Ragukan</p>","A"
"1919","3","26","Menggapai Cita Melalui Kreativitas","62","Teks Prosedur","2392","puisi","<p><em>Ambil puan dari Merinda </em></p>
<p><em>Pandan di Jawa saya robohkan</em></p>
<p><em>Jika tuan membawa adinda</em></p>
<p><em>Badan dan nyawa saya &hellip;</em></p>
<p>Kata yang tepat untuk melengkapi teks puisi tersebut agar berirama sama dengan larik kedua adalah &hellip;</p>","<p>Serahkan</p>","<p>Bertanya</p>","<p>Berpunya</p>","<p>Ragukan</p>","A"
"1919","3","27","Memecahkan Permasalahan Dampak Teknologi lewat Diskusi","63","Teks Diskusi","2392","puisi","<p><em>Ambil puan dari Merinda </em></p>
<p><em>Pandan di Jawa saya robohkan</em></p>
<p><em>Jika tuan membawa adinda</em></p>
<p><em>Badan dan nyawa saya &hellip;</em></p>
<p>Kata yang tepat untuk melengkapi teks puisi tersebut agar berirama sama dengan larik kedua adalah &hellip;</p>","<p>Serahkan</p>","<p>Bertanya</p>","<p>Berpunya</p>","<p>Ragukan</p>","A"
"1919","3","28","Mengulas Berbagai Karya Sastra","64","Teks Ulasan","2392","puisi","<p><em>Ambil puan dari Merinda </em></p>
<p><em>Pandan di Jawa saya robohkan</em></p>
<p><em>Jika tuan membawa adinda</em></p>
<p><em>Badan dan nyawa saya &hellip;</em></p>
<p>Kata yang tepat untuk melengkapi teks puisi tersebut agar berirama sama dengan larik kedua adalah &hellip;</p>","<p>Serahkan</p>","<p>Bertanya</p>","<p>Berpunya</p>","<p>Ragukan</p>","A"
"1919","3","73","Lingkungan","223","menulis puisi bebas ","2392","puisi","<p><em>Ambil puan dari Merinda </em></p>
<p><em>Pandan di Jawa saya robohkan</em></p>
<p><em>Jika tuan membawa adinda</em></p>
<p><em>Badan dan nyawa saya &hellip;</em></p>
<p>Kata yang tepat untuk melengkapi teks puisi tersebut agar berirama sama dengan larik kedua adalah &hellip;</p>","<p>Serahkan</p>","<p>Bertanya</p>","<p>Berpunya</p>","<p>Ragukan</p>","A"
"1919","3","75","Kesenian","231","menulis puisi bebas","2392","puisi","<p><em>Ambil puan dari Merinda </em></p>
<p><em>Pandan di Jawa saya robohkan</em></p>
<p><em>Jika tuan membawa adinda</em></p>
<p><em>Badan dan nyawa saya &hellip;</em></p>
<p>Kata yang tepat untuk melengkapi teks puisi tersebut agar berirama sama dengan larik kedua adalah &hellip;</p>","<p>Serahkan</p>","<p>Bertanya</p>","<p>Berpunya</p>","<p>Ragukan</p>","A"
"1919","3","27","Memecahkan Permasalahan Dampak Teknologi lewat Diskusi","63","Teks Diskusi","2767","majas","<p><em>Ambil puan dari Merinda </em></p>
<p><em>Pandan di Jawa saya robohkan</em></p>
<p><em>Jika tuan membawa adinda</em></p>
<p><em>Badan dan nyawa saya &hellip;</em></p>
<p>Kata yang tepat untuk melengkapi teks puisi tersebut agar berirama sama dengan larik kedua adalah &hellip;</p>","<p>Serahkan</p>","<p>Bertanya</p>","<p>Berpunya</p>","<p>Ragukan</p>","A"
"1919","3","28","Mengulas Berbagai Karya Sastra","64","Teks Ulasan","2767","majas","<p><em>Ambil puan dari Merinda </em></p>
<p><em>Pandan di Jawa saya robohkan</em></p>
<p><em>Jika tuan membawa adinda</em></p>
<p><em>Badan dan nyawa saya &hellip;</em></p>
<p>Kata yang tepat untuk melengkapi teks puisi tersebut agar berirama sama dengan larik kedua adalah &hellip;</p>","<p>Serahkan</p>","<p>Bertanya</p>","<p>Berpunya</p>","<p>Ragukan</p>","A"
"1919","3","73","Lingkungan","223","menulis puisi bebas ","2767","majas","<p><em>Ambil puan dari Merinda </em></p>
<p><em>Pandan di Jawa saya robohkan</em></p>
<p><em>Jika tuan membawa adinda</em></p>
<p><em>Badan dan nyawa saya &hellip;</em></p>
<p>Kata yang tepat untuk melengkapi teks puisi tersebut agar berirama sama dengan larik kedua adalah &hellip;</p>","<p>Serahkan</p>","<p>Bertanya</p>","<p>Berpunya</p>","<p>Ragukan</p>","A"
"1919","3","75","Kesenian","231","menulis puisi bebas","2767","majas","<p><em>Ambil puan dari Merinda </em></p>
<p><em>Pandan di Jawa saya robohkan</em></p>
<p><em>Jika tuan membawa adinda</em></p>
<p><em>Badan dan nyawa saya &hellip;</em></p>
<p>Kata yang tepat untuk melengkapi teks puisi tersebut agar berirama sama dengan larik kedua adalah &hellip;</p>","<p>Serahkan</p>","<p>Bertanya</p>","<p>Berpunya</p>","<p>Ragukan</p>","A"
"1919","3","26","Menggapai Cita Melalui Kreativitas","62","Teks Prosedur","2768","larik","<p><em>Ambil puan dari Merinda </em></p>
<p><em>Pandan di Jawa saya robohkan</em></p>
<p><em>Jika tuan membawa adinda</em></p>
<p><em>Badan dan nyawa saya &hellip;</em></p>
<p>Kata yang tepat untuk melengkapi teks puisi tersebut agar berirama sama dengan larik kedua adalah &hellip;</p>","<p>Serahkan</p>","<p>Bertanya</p>","<p>Berpunya</p>","<p>Ragukan</p>","A"
"1919","3","28","Mengulas Berbagai Karya Sastra","64","Teks Ulasan","2768","larik","<p><em>Ambil puan dari Merinda </em></p>
<p><em>Pandan di Jawa saya robohkan</em></p>
<p><em>Jika tuan membawa adinda</em></p>
<p><em>Badan dan nyawa saya &hellip;</em></p>
<p>Kata yang tepat untuk melengkapi teks puisi tersebut agar berirama sama dengan larik kedua adalah &hellip;</p>","<p>Serahkan</p>","<p>Bertanya</p>","<p>Berpunya</p>","<p>Ragukan</p>","A"
"1919","3","73","Lingkungan","223","menulis puisi bebas ","2768","larik","<p><em>Ambil puan dari Merinda </em></p>
<p><em>Pandan di Jawa saya robohkan</em></p>
<p><em>Jika tuan membawa adinda</em></p>
<p><em>Badan dan nyawa saya &hellip;</em></p>
<p>Kata yang tepat untuk melengkapi teks puisi tersebut agar berirama sama dengan larik kedua adalah &hellip;</p>","<p>Serahkan</p>","<p>Bertanya</p>","<p>Berpunya</p>","<p>Ragukan</p>","A"
"1919","3","75","Kesenian","231","menulis puisi bebas","2768","larik","<p><em>Ambil puan dari Merinda </em></p>
<p><em>Pandan di Jawa saya robohkan</em></p>
<p><em>Jika tuan membawa adinda</em></p>
<p><em>Badan dan nyawa saya &hellip;</em></p>
<p>Kata yang tepat untuk melengkapi teks puisi tersebut agar berirama sama dengan larik kedua adalah &hellip;</p>","<p>Serahkan</p>","<p>Bertanya</p>","<p>Berpunya</p>","<p>Ragukan</p>","A"
"1919","3","73","Lingkungan","223","menulis puisi bebas ","2769","penggalan_puisi","<p><em>Ambil puan dari Merinda </em></p>
<p><em>Pandan di Jawa saya robohkan</em></p>
<p><em>Jika tuan membawa adinda</em></p>
<p><em>Badan dan nyawa saya &hellip;</em></p>
<p>Kata yang tepat untuk melengkapi teks puisi tersebut agar berirama sama dengan larik kedua adalah &hellip;</p>","<p>Serahkan</p>","<p>Bertanya</p>","<p>Berpunya</p>","<p>Ragukan</p>","A"
"1919","3","75","Kesenian","231","menulis puisi bebas","2769","penggalan_puisi","<p><em>Ambil puan dari Merinda </em></p>
<p><em>Pandan di Jawa saya robohkan</em></p>
<p><em>Jika tuan membawa adinda</em></p>
<p><em>Badan dan nyawa saya &hellip;</em></p>
<p>Kata yang tepat untuk melengkapi teks puisi tersebut agar berirama sama dengan larik kedua adalah &hellip;</p>","<p>Serahkan</p>","<p>Bertanya</p>","<p>Berpunya</p>","<p>Ragukan</p>","A"
"1920","3","25","Menepis Lupa Jasa Inspirator Bangsa","61","Puisi Jasa Pahlawan","2392","puisi","<p>Kereta Api sudah lewat puncak Nagrek. Mulai menurun ke Bandung, lepas tengah hari. Ia meluncur cepat seperti pikiranku yang meluncur terus kepada peristiwa pada malam penghabisan di Pangandaran itu. Tak mungkin agaknya lepas dari himpitan pengaruhnya. Ia, betapa mungkin! Peristiwa itu terlalu hebat bagi jiwaku.</p>
<p>Jenis konflik pada kutipan novel tersebut adalah&hellip;</p>","<p>Fisik</p>","<p>Lahir</p>","<p>Batin</p>","<p>Jasmani</p>","B"
"1920","3","26","Menggapai Cita Melalui Kreativitas","62","Teks Prosedur","2392","puisi","<p>Kereta Api sudah lewat puncak Nagrek. Mulai menurun ke Bandung, lepas tengah hari. Ia meluncur cepat seperti pikiranku yang meluncur terus kepada peristiwa pada malam penghabisan di Pangandaran itu. Tak mungkin agaknya lepas dari himpitan pengaruhnya. Ia, betapa mungkin! Peristiwa itu terlalu hebat bagi jiwaku.</p>
<p>Jenis konflik pada kutipan novel tersebut adalah&hellip;</p>","<p>Fisik</p>","<p>Lahir</p>","<p>Batin</p>","<p>Jasmani</p>","B"
"1920","3","27","Memecahkan Permasalahan Dampak Teknologi lewat Diskusi","63","Teks Diskusi","2392","puisi","<p>Kereta Api sudah lewat puncak Nagrek. Mulai menurun ke Bandung, lepas tengah hari. Ia meluncur cepat seperti pikiranku yang meluncur terus kepada peristiwa pada malam penghabisan di Pangandaran itu. Tak mungkin agaknya lepas dari himpitan pengaruhnya. Ia, betapa mungkin! Peristiwa itu terlalu hebat bagi jiwaku.</p>
<p>Jenis konflik pada kutipan novel tersebut adalah&hellip;</p>","<p>Fisik</p>","<p>Lahir</p>","<p>Batin</p>","<p>Jasmani</p>","B"
"1920","3","28","Mengulas Berbagai Karya Sastra","64","Teks Ulasan","2392","puisi","<p>Kereta Api sudah lewat puncak Nagrek. Mulai menurun ke Bandung, lepas tengah hari. Ia meluncur cepat seperti pikiranku yang meluncur terus kepada peristiwa pada malam penghabisan di Pangandaran itu. Tak mungkin agaknya lepas dari himpitan pengaruhnya. Ia, betapa mungkin! Peristiwa itu terlalu hebat bagi jiwaku.</p>
<p>Jenis konflik pada kutipan novel tersebut adalah&hellip;</p>","<p>Fisik</p>","<p>Lahir</p>","<p>Batin</p>","<p>Jasmani</p>","B"
"1920","3","73","Lingkungan","223","menulis puisi bebas ","2392","puisi","<p>Kereta Api sudah lewat puncak Nagrek. Mulai menurun ke Bandung, lepas tengah hari. Ia meluncur cepat seperti pikiranku yang meluncur terus kepada peristiwa pada malam penghabisan di Pangandaran itu. Tak mungkin agaknya lepas dari himpitan pengaruhnya. Ia, betapa mungkin! Peristiwa itu terlalu hebat bagi jiwaku.</p>
<p>Jenis konflik pada kutipan novel tersebut adalah&hellip;</p>","<p>Fisik</p>","<p>Lahir</p>","<p>Batin</p>","<p>Jasmani</p>","B"
"1920","3","75","Kesenian","231","menulis puisi bebas","2392","puisi","<p>Kereta Api sudah lewat puncak Nagrek. Mulai menurun ke Bandung, lepas tengah hari. Ia meluncur cepat seperti pikiranku yang meluncur terus kepada peristiwa pada malam penghabisan di Pangandaran itu. Tak mungkin agaknya lepas dari himpitan pengaruhnya. Ia, betapa mungkin! Peristiwa itu terlalu hebat bagi jiwaku.</p>
<p>Jenis konflik pada kutipan novel tersebut adalah&hellip;</p>","<p>Fisik</p>","<p>Lahir</p>","<p>Batin</p>","<p>Jasmani</p>","B"
"1920","3","27","Memecahkan Permasalahan Dampak Teknologi lewat Diskusi","63","Teks Diskusi","2767","majas","<p>Kereta Api sudah lewat puncak Nagrek. Mulai menurun ke Bandung, lepas tengah hari. Ia meluncur cepat seperti pikiranku yang meluncur terus kepada peristiwa pada malam penghabisan di Pangandaran itu. Tak mungkin agaknya lepas dari himpitan pengaruhnya. Ia, betapa mungkin! Peristiwa itu terlalu hebat bagi jiwaku.</p>
<p>Jenis konflik pada kutipan novel tersebut adalah&hellip;</p>","<p>Fisik</p>","<p>Lahir</p>","<p>Batin</p>","<p>Jasmani</p>","B"
"1920","3","28","Mengulas Berbagai Karya Sastra","64","Teks Ulasan","2767","majas","<p>Kereta Api sudah lewat puncak Nagrek. Mulai menurun ke Bandung, lepas tengah hari. Ia meluncur cepat seperti pikiranku yang meluncur terus kepada peristiwa pada malam penghabisan di Pangandaran itu. Tak mungkin agaknya lepas dari himpitan pengaruhnya. Ia, betapa mungkin! Peristiwa itu terlalu hebat bagi jiwaku.</p>
<p>Jenis konflik pada kutipan novel tersebut adalah&hellip;</p>","<p>Fisik</p>","<p>Lahir</p>","<p>Batin</p>","<p>Jasmani</p>","B"
"1920","3","73","Lingkungan","223","menulis puisi bebas ","2767","majas","<p>Kereta Api sudah lewat puncak Nagrek. Mulai menurun ke Bandung, lepas tengah hari. Ia meluncur cepat seperti pikiranku yang meluncur terus kepada peristiwa pada malam penghabisan di Pangandaran itu. Tak mungkin agaknya lepas dari himpitan pengaruhnya. Ia, betapa mungkin! Peristiwa itu terlalu hebat bagi jiwaku.</p>
<p>Jenis konflik pada kutipan novel tersebut adalah&hellip;</p>","<p>Fisik</p>","<p>Lahir</p>","<p>Batin</p>","<p>Jasmani</p>","B"
"1920","3","75","Kesenian","231","menulis puisi bebas","2767","majas","<p>Kereta Api sudah lewat puncak Nagrek. Mulai menurun ke Bandung, lepas tengah hari. Ia meluncur cepat seperti pikiranku yang meluncur terus kepada peristiwa pada malam penghabisan di Pangandaran itu. Tak mungkin agaknya lepas dari himpitan pengaruhnya. Ia, betapa mungkin! Peristiwa itu terlalu hebat bagi jiwaku.</p>
<p>Jenis konflik pada kutipan novel tersebut adalah&hellip;</p>","<p>Fisik</p>","<p>Lahir</p>","<p>Batin</p>","<p>Jasmani</p>","B"
"1920","3","26","Menggapai Cita Melalui Kreativitas","62","Teks Prosedur","2768","larik","<p>Kereta Api sudah lewat puncak Nagrek. Mulai menurun ke Bandung, lepas tengah hari. Ia meluncur cepat seperti pikiranku yang meluncur terus kepada peristiwa pada malam penghabisan di Pangandaran itu. Tak mungkin agaknya lepas dari himpitan pengaruhnya. Ia, betapa mungkin! Peristiwa itu terlalu hebat bagi jiwaku.</p>
<p>Jenis konflik pada kutipan novel tersebut adalah&hellip;</p>","<p>Fisik</p>","<p>Lahir</p>","<p>Batin</p>","<p>Jasmani</p>","B"
"1920","3","28","Mengulas Berbagai Karya Sastra","64","Teks Ulasan","2768","larik","<p>Kereta Api sudah lewat puncak Nagrek. Mulai menurun ke Bandung, lepas tengah hari. Ia meluncur cepat seperti pikiranku yang meluncur terus kepada peristiwa pada malam penghabisan di Pangandaran itu. Tak mungkin agaknya lepas dari himpitan pengaruhnya. Ia, betapa mungkin! Peristiwa itu terlalu hebat bagi jiwaku.</p>
<p>Jenis konflik pada kutipan novel tersebut adalah&hellip;</p>","<p>Fisik</p>","<p>Lahir</p>","<p>Batin</p>","<p>Jasmani</p>","B"
"1920","3","73","Lingkungan","223","menulis puisi bebas ","2768","larik","<p>Kereta Api sudah lewat puncak Nagrek. Mulai menurun ke Bandung, lepas tengah hari. Ia meluncur cepat seperti pikiranku yang meluncur terus kepada peristiwa pada malam penghabisan di Pangandaran itu. Tak mungkin agaknya lepas dari himpitan pengaruhnya. Ia, betapa mungkin! Peristiwa itu terlalu hebat bagi jiwaku.</p>
<p>Jenis konflik pada kutipan novel tersebut adalah&hellip;</p>","<p>Fisik</p>","<p>Lahir</p>","<p>Batin</p>","<p>Jasmani</p>","B"
"1920","3","75","Kesenian","231","menulis puisi bebas","2768","larik","<p>Kereta Api sudah lewat puncak Nagrek. Mulai menurun ke Bandung, lepas tengah hari. Ia meluncur cepat seperti pikiranku yang meluncur terus kepada peristiwa pada malam penghabisan di Pangandaran itu. Tak mungkin agaknya lepas dari himpitan pengaruhnya. Ia, betapa mungkin! Peristiwa itu terlalu hebat bagi jiwaku.</p>
<p>Jenis konflik pada kutipan novel tersebut adalah&hellip;</p>","<p>Fisik</p>","<p>Lahir</p>","<p>Batin</p>","<p>Jasmani</p>","B"
"1920","3","73","Lingkungan","223","menulis puisi bebas ","2769","penggalan_puisi","<p>Kereta Api sudah lewat puncak Nagrek. Mulai menurun ke Bandung, lepas tengah hari. Ia meluncur cepat seperti pikiranku yang meluncur terus kepada peristiwa pada malam penghabisan di Pangandaran itu. Tak mungkin agaknya lepas dari himpitan pengaruhnya. Ia, betapa mungkin! Peristiwa itu terlalu hebat bagi jiwaku.</p>
<p>Jenis konflik pada kutipan novel tersebut adalah&hellip;</p>","<p>Fisik</p>","<p>Lahir</p>","<p>Batin</p>","<p>Jasmani</p>","B"
"1920","3","75","Kesenian","231","menulis puisi bebas","2769","penggalan_puisi","<p>Kereta Api sudah lewat puncak Nagrek. Mulai menurun ke Bandung, lepas tengah hari. Ia meluncur cepat seperti pikiranku yang meluncur terus kepada peristiwa pada malam penghabisan di Pangandaran itu. Tak mungkin agaknya lepas dari himpitan pengaruhnya. Ia, betapa mungkin! Peristiwa itu terlalu hebat bagi jiwaku.</p>
<p>Jenis konflik pada kutipan novel tersebut adalah&hellip;</p>","<p>Fisik</p>","<p>Lahir</p>","<p>Batin</p>","<p>Jasmani</p>","B"
"1920","3","28","Mengulas Berbagai Karya Sastra","64","Teks Ulasan","2827","ulasan","<p>Kereta Api sudah lewat puncak Nagrek. Mulai menurun ke Bandung, lepas tengah hari. Ia meluncur cepat seperti pikiranku yang meluncur terus kepada peristiwa pada malam penghabisan di Pangandaran itu. Tak mungkin agaknya lepas dari himpitan pengaruhnya. Ia, betapa mungkin! Peristiwa itu terlalu hebat bagi jiwaku.</p>
<p>Jenis konflik pada kutipan novel tersebut adalah&hellip;</p>","<p>Fisik</p>","<p>Lahir</p>","<p>Batin</p>","<p>Jasmani</p>","B"
